NOME;DN;ORIGEM;OM CONDUZ IAFN;BANDEIRA;AB;COMPRIMENTO (M);DATA/HORA;HORA REAL;DATA;DATA-HORA;TIPO;NAVEGAÇÃO;ATIVIDADE;PROPULSÃO;DESCRIÇÃO DA NATUREZA;LONG DEC;LAT DEC;LOCAL;VF;FER.;DES.;N:DE INSCRIÇÃO;MATERIAL DO CASCO;ANTEPARA ALAGAMENTO
LUIZ FERNANDO;9;CPNAUS;CPNAUS;BRASIL;480;60,0;19/ABR/2019  00:00;20:00;19/ABR/2019;190000Q/ABR/2019;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;IMPROPRIEDADE DA EMBARCAÇÃO PARA O FIM EM QUE É UTILIZADA;;;PROXIMIDADES DO PORTO SÃO RAIMUNDO, RIO NEGRO, MANAUS-AM;0;0;0;60026227;AÇO;
MARICELLA G -TRATANK 34 - SCF 2237B;6;CPUMBA;AGMURT;PARAGUAI;91;22,0;03/MAI/2019  19:39;15:39;03/MAI/2019;031939Q/MAI/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-21,69166667;-57,88333333;"Rio Paraguai, próximo ao km 995,1 - Lat: 21:41'30"" S Long: 057:52'60 W";0;0;0;2,738;AÇO;
CAP. MIMIRO  - HP-IV;4;CPBLEM;CPBLEM;BRASIL;56;17,50;02/MAI/2019  08:00;5:00;02/MAI/2019;020800P/MAI/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;COLISÃO;;;Navegando nas proximidades do Rio Marajó-Açu, próximo à Ponta de Pedras, Carta Náutica n:304/DHN;0;0;0;11437057;AÇO;
HP IV - UALA KIBA;4;CPBLEM;CPBLEM;BRASIL;47;18,00;02/MAI/2019  08:40;5:40;02/MAI/2019;020840P/MAI/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ÁGUA ABERTA;-1,56333333;-48,51000000;Após suspender do Porto Arapari em Barcarena, o Empurrador teve os cabos de amarração da balsa partidos vindo a adernar ainda nas proximidades do REF porto, LAT 01°33,48'S e LONG 048°30,36', Carta Náutica n:304/DHN;0;0;0;10204865;AÇO;
CBO IGUAÇU - SKANDI RIO;1;CPRIOJ;CPRIOJ;BRASIL;3,930;82,40;28/ABR/2019  20:15;17:15;28/ABR/2019;282015P/ABR/2019;SUPPLY;APOIO MARITIMO;CARGA;MOTOR;ABALROAMENTO;-22,84666667;-43,14722222;LAT 22:50,48’S LONG 043:08,50’W, Baía de Guanabara-RJ;0;0;0;3813908640;AÇO;
MOHANA I;8;CPSANT;CPSANT;BRASIL;11,60;10,60;28/ABR/2019  18:30;15:30;28/ABR/2019;281830P/ABR/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-0,01944444;-46,29250000;"24:01'10""S, 46:17'33""W, NAS PROXIMIDADES DA PRAIA DO GUAIÚBA, GUARUJÁ";0;0;0;4010766719;FIBRA;
ASHKELON;8;CPSANT;CPSANT;BRASIL;8,9;11,95;28/ABR/2019  17:05;14:05;28/ABR/2019;281705P/ABR/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-23,02277778;-46,00500000;"23:48'22.4""S, 46:00'18.4""W, NA PRAIA DE SÃO LOURENÇO, BERTIOGA";0;0;0;4030218148;FIBRA;
ARARA - ACAMDAF X;9;CPNAUS;CPNAUS;BRASIL;5;12,16;27/ABR/2019  16:00;12:00;27/ABR/2019;271600Q/ABR/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-3,05277778;-60,10888889;"RIO RIGRO, PROXIMIDADES DA MARINA DO DAVI, MANAUS-AM, LAT 03:3'10,08""s LONG 060:6'32,01""w";0;0;0;271600Q/ABR/2019;ALUMÍNIO;
BRISA DO RIO;4;CPLUIZ;CPLUIZ;BRASIL;2;7,70;05/MAI/2019  13:20;10:20;05/MAI/2019;051320P/MAI/2019;OUTRAS EMBARCAÇÕES;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE VEÍCULO NA ÁGUA;-2,92666667;-44,06083333;LAT. 02° 55’ 36.2S e LONG. 044° 03’. 39.9 W - RIO MUNIM - CACHOEIRA;0;0;0;1210145898;MADEIRA;NÃO POSSUI
ANNA II;5;DCPJAI;DCPJAI;BRASIL;9;9,5;06/MAI/2019  18:00;15:00;06/MAI/2019;061800P/MAI/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ENCALHE;;;PRAIA DA BARRA SUL NAS PROXIMIDADES DOS MOLHES – BALNEÁRIO CAMBORIÚ – SANTA CATARINA;0;0;0;4410455460;FIBRA;
SWELL 15 - ZEN I - BLUE FISH V;1;DLCABO;DLCABO;BRASIL;0;14,0;02/MAI/2019  18:00;15:00;02/MAI/2019;021800P/MAI/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;;"CANAL DO ITAJÚRU, EM FRENTE A DELCFRIO – CABO FRIO - RJ;";0;0;0;3810498785;FIBRA;
VOVÓ NEISA III;8;CPSANT;CPSANT;BRASIL;5,60;9,50;02/MAI/2019  08:20;5:20;02/MAI/2019;020820P/MAI/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;NAUFRÁGIO;-2,92250000;-46,33527778;"LAT 26:55'21.9""S - LONG 46:20'07.1""W, PROXIMIDADES ILHA BARNABÉ EM SANTOS/SP";0;0;0;3850007693;MADEIRA;NÃO POSSUI
AVENTURAS I - SEM NOME;8;CPSANT;CPSANT;BRASIL;33;18,45;31/ABR/2019  15:00;#VALOR!;31/ABR/2019;311500P/ABR/2019;ESCUNA;INTERIOR;PASSAGEIRO;MOTOR;ABALROAMENTO;-23,90972222;-10,12194444;"23:54'35.9''S, 46:13'24.6""W, CANAL DE BERTIGOA";0;0;0;2810260125;MADEIRA;
CANAÃ;8;CPSANT;CPSANT;BRASIL;9,20;10,62;04/MAI/2019  10:00;7:00;04/MAI/2019;041000P/MAI/2019;BOTE;INTERIOR;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-0,05000000;-46,23333333;"LAT 24:03'00""S LONG 046:14'00""W,PROXIMIDADES DA ILHA DO ARVOREDO EM GUARUJÁ-SP";0;0;0;4039146794;MADEIRA;NÃO POSSUI
SEM NOME;8;CPFOZU;CPFOZU;A SER APURADO;NÃO INSCRITA;A SER APURADO;06/MAI/2019  03:40;1:40;06/MAI/2019;060340O/MAI/2019;CANOA;INTERIOR;SEM ATIVIDADE DEFINIDA;REMO;NAUFRÁGIO;;;Lago de Itaipu/São Miguel do Iguaçu-PR;1;0;0;NÃO INSCRITA;A SER APURADO;NÃO POSSUI
SANTA CATARINA XV - SANTA CATARINA;5;DCPJAI;DCPJAI;BRASIL;126;30,0;07/MAI/2019  19:00;16:00;07/MAI/2019;071900P/MAI/2019;FERRY BOAT;INTERIOR;PASSAGEIRO E CARGA;MOTOR;ABALROAMENTO;;;TRAVESSIA ENTRE AS CIDADES ITAJAÍ E NAVEGANTES, RIO ITAJAÍ-AÇU – ITAJAÍ – SANTA CATARINA;0;0;0;4430477191;AÇO;
PRINCIPE DA PAZ DE CURRALINHO;4;CPBLEM;CPBLEM;BRASIL;12,70;14,30;27/ABR/2019  02:30;23:30;27/ABR/2019;270230P/ABR/2019;BARCO;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-1,80805556;-50,50500000;"no Furo Carnajuba, na posição estimada LAT 01°48'29""S LONG 050°30'18""W, cerca de  11 MN da cidade de Melgaço-PA, Carta Náutica n:42/DHN";1;0;0;210269456;MADEIRA;NÃO POSSUI
TQ-30 - TQ-50 - TQ-57 - TQ-142 - TQ-167;8;CPFTPR;CPFTPR;BRASIL;130;19,50;04/MAI/2019  17:45;17:45;04/MAI/2019;041745Z/MAI/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ACIDENTES COM PESSOAS EM GERAL ABORDO;-21,04138889;-50,48277778;"Rio Tietê, município de Araçatuba-SP, na posição estimada Lat 21° 02'29""S e Long 050°28'58""W";0;1;0;4050447487;AÇO;
AS FILIPPA;8;CPSANT;CPSANT;PORTUGUAL;16,162;161,30;04/MAI/2019  02:15;23:15;04/MAI/2019;040215P/MAI/2019;NM PORTA CONTENTOR;LONGO-CURSO;CARGA;MOTOR;ACIDENTE COM ESTIVADOR;-23,96638889;-46,30750000;"LAT 23:57'59""S LONG 46:17'87""W, ATRACADO NO PIER DA SANTOS BRASIL CANAL DO PORTO DE SANTOS";0;1;0;SOLAS-IMO 9368742;AÇO;
VALENTE;1;CPMCAE;CPMCAE;BRASIL;69;22,10;05/MAI/2019  14:30;11:30;05/MAI/2019;051430P/MAI/2019;ESCUNA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;COLISÃO;-22,86916667;-42,56944444;"Praia do Centro - Rio das Ostras – RJ – coordenada  geográfica - Latitude 22:52'9""S e Longitude 041:94'1""W";0;0;0;3830633289/;MADEIRA;NÃO POSSUI
PATRIANA - KIKO;3;CPCEIO;AGNEDO;BRASIL;0;2,8;28/ABR/2019  15:30;12:30;28/ABR/2019;281530P/ABR/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;-9,61555556;-37,81305556;"Lago de Xingó, rio São Francisco, a aproximadamente 150 m de terra, Canindé do São Francisco-SE - LAT 9°36'56.4"" e LONG 37°48'47.7""";0;1;0;261M2015000403;FIBRA;
MELINA JAINA;9;CFINGA;CFINGA;BRASIL;247;42,0;10/MAI/2019  14:40;9:40;10/MAI/2019;101440R/MAI/2019;BALSA;INTERIOR;CARGA;SEM PROPULSÃO;MORTE DE PESSOA;-4,27722222;-69,95194444;LAT 04:13,982'S e LONG 069:56,67'W - Porto Zé Mota/Tabatinga;2;2;0;11436115;AÇO;
PETROBRAS XXXIII;1;CPMCAE;CPMCAE;PANAMÁ;133,707;321,35;08/MAI/2019  08:20;5:20;08/MAI/2019;080820P/MAI/2019;PLATAFORMA;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;SEM PROPULSÃO;QUEDA DE CARGA E/OU EQUIPAMENTO N’ÁGUA;-22,37166667;-40,02472222;"Campo de Marlim - Bacia de Campos - Campos dos Goytacazes - RJ lat 22:22' 18.464""S / long 040:01'29.933""W";0;0;0;387E000909;AÇO;
GRANDE AMBURGO;1;CPVITO;CPVITO;ITÁLIA;56,738;214,0;10/MAI/2019  10:00;7:00;10/MAI/2019;101000P/MAI/2019;NM DE CARGA GERAL;LONGO-CURSO;CARGA;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;;;Atracado no Terminal de Vila-Velha no berço 204, Vila-Velha-ES;0;0;0;SOLAS-IMO 9246607;AÇO;
ILHA BELA II;2;CPSALV;CPSALV;BRASIL;19;11,58;07/MAI/2019  15:30;12:30;07/MAI/2019;071530P/MAI/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;AVARIA DE MÁQUINAS;;;Na travessia de Morro de São Paulo para Salvador, pelo través do Distrito de Cacha Pregos, no município de Vera Cruz-BA;0;0;0;3810465364;FIBRA;
JAJA - KTM SEA;2;CPSALV;CPSALV;BRASIL;1,5;5,70;04/MAR/2019  16:30;13:30;04/MAR/2019;041630P/MAR/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;ABALROAMENTO;;;"Fundeada na Praia da Barra,no município de Salvador-BA;";0;0;0;2610077084;FIBRA;
MERCOSUL ITAJAÍ;4;CPSTNA;CPSTNA;BRASIL;28,237;194,87;07/MAI/2019  03:00;0:00;07/MAI/2019;070300P/MAI/2019;NM PORTA CONTENTOR;CABOTAGEM;CARGA;MOTOR;ATO DE PIRATARIA / ASSALTO / FURTO / ROUBO;-0,05138889;-51,11722222;Rio Amazonas, Fundeadouro da Fazendinha, Macapá, Estado do Amapá, cerca de 3.87 MN desta Capitania, nas coordenadas LAT. 00:03’.5”S e LONG. 051:7’.2”W;0;0;0;SOLAS-IMO 9697002;AÇO;
SAIL MASTER;5;CPFPOL;AGNDAI;BRASIL;1,10;6,3;09/MAI/2019  23:00;21:00;09/MAI/2019;092300O/MAI/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;;;"ENSEADA DO BRITO/PALHOÇA-SC;";0;0;0;441045356;FIBRA;
SEM NOME;9;CPNAUS;CPNAUS;BRASIL;A SER APURADO;A SER APURADO;29/MAR/2018  12:30;8:30;29/MAR/2018;291230Q/MAR/2018;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;INCÊNDIO;;;RIO AMAZONAS, PROXIMIDADES DA COMUNIDADE SÃO PEDRO DO TABOCAL,  MANAUS-AM;0;0;0;A SER APURADO;A SER APURADO;A SER APURADO
JOSÉ GUILHERME VII;9;CPNAUS;AGITAC;BRASIL;251;26,50;01/MAI/2019  06:30;2:30;01/MAI/2019;010630Q/MAI/2019;REBOCADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;MORTE DE PESSOA;;;MARGEM ESQUERDA DO RIO AMAZONAS, PROXIMIDADES DO TFB, MUNICÍPIO DE ITACOATIARA-AM;1;0;0;11448342;AÇO;
BALNEÁRIO IMPÉRIO;9;CPNAUS;AGTEFE;BRASIL;35;22,30;05/MAI/2019  20:00;16:00;05/MAI/2019;052000Q/MAI/2019;FLUTUANTE;INTERIOR;OUTRA ATIVIDADE OU SERVIÇO;SEM PROPULSÃO;QUEDA DE PESSOAS NA ÁGUA;-3,58805556;-65,17722222;"Rio Tefé, Tefé-AM, LAT 03°347759""S LONG 064°703828""W";1;0;0;009-023099;MADEIRA;NÃO POSSUI
FB-29;8;DLTIAO;DLTIAO;BRASIL;352;47,50;07/MAI/2019  06:30;3:30;07/MAI/2019;070630P/MAI/2019;FERRY BOAT;INTERIOR;PASSAGEIRO E CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;PROXIMIDADES DO CANAL DE SÃO SEBASTIÃO - SÃO SEBASTIÃO/SP;0;0;0;4019946019;AÇO;
MS TRADIÇÃO;8;CPSANT;CPSANT;BRASIL;62,70;18,50;06/MAI/2019  15:45;12:45;06/MAI/2019;061545P/MAI/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-22,91916667;-46,29416667;"LAT 46:55.9'59""S LONG 46:17'39""W, NA MARINHA ASTÚRIAS EM GUARUJÁ-SP";0;0;0;4010330279;MADEIRA;NÃO POSSUI
SEM NOME;8;CPFTPR;CPFTPR;BRASIL;NÃO INSCRITA;A SER APURADO;12/MAI/2019  11:20;8:20;12/MAI/2019;121120P/MAI/2019;MOTO AQUÁTICA;INTERIOR;ESPORTE E RECREIO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-21,40527778;-49,59388889;"Condomínio Vilage, rio Tietê, município de Sabino-SP, na posição estimada Lat. 21°24'19""S e Long. 049°35'38""W";1;0;0;NÃO INSCRITA;FIBRA;
ODN DELBA III;1;CPVITO;CPVITO;PANAMÁ;22,442;97,45;09/MAI/2019  11:35;8:35;09/MAI/2019;091135P/MAI/2019;PLATAFORMA;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;MOTOR;INCÊNDIO;-21,32138889;-40,01250000;"Na posição Lat. 21°18.77’S e Long. 040°00.45’W;";0;0;0;381E008665;AÇO;
SANTA CATARINA II - SANTA CATARINA XI;5;DCPJAI;DCPJAI;BRASIL;3,3;7,60;14/MAI/2019  13:20;10:20;14/MAI/2019;141320P/MAI/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;DERIVA DA EMBARCAÇÃO;;;TRAVESSIA ENTRE AS CIDADES ITAJAÍ E NAVEGANTES, RIO ITAJAÍ-AÇU – ITAJAÍ – SANTA CATARINA;0;0;0;4430096601;AÇO;
CANJERANA - COMTE CAIO II;4;CFAREM;CFAREM;BRASIL;52;14,20;31/JAN/2019  02:30;23:30;31/JAN/2019;310230P/JAN/2019;EMPURRADOR;INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;;;Rio Amazonas, Paraná do Cuçari, município Monte Alegre-PA;0;0;0;001144940-3;AÇO;
TUCUXI;4;CFAREM;CFAREM;BRASIL;A SER APURADO;A SER APURADO;04/MAI/2019  16:00;13:00;04/MAI/2019;041600P/MAI/2019;BARCO;INTERIOR;A SER APURADO;MOTOR;TRANSPORTE DE TÓXICOS/CONTRABANDO/MERCADORIA ILEGAL;;;A SER APURADO;0;0;0;A SER APURADO;MADEIRA;A SER APURADO
APOLO IV;8;CPFTPR;CPFTPR;BRASIL;184;34,25;13/MAI/2019  18:00;15:00;13/MAI/2019;131800P/MAI/2019;DRAGA;INTERIOR;CARGA;MOTOR;QUEDA DE PESSOAS NA ÁGUA;-20,44416667;-48,90305556;"Porto de areia Três Irmãos, rio Grande, município de Guaraci-SP, na posição estimada Lat. 20°26'39""S e Long. 048°54'11""W;";1;0;0;4054139931;AÇO;
ISACORIM;1;DLCABO;DLCABO;ESPANHA;A SER APURADO;A SER APURADO;09/MAI/2019  20:00;17:00;09/MAI/2019;092000P/MAI/2019;VELEIRO;LONGO-CURSO;A SER APURADO;MOTOR;ENCALHE;;;PRAIA DO FORTE, CABO FRIO – RJ;0;0;0;7 AT-3-1 85-8;FIBRA;
FÉ EM DEUS II  - CROSSROADS;3;CPNATL;CPNATL;BRASIL;1;4,5;10/MAI/2019  19:00;16:00;10/MAI/2019;101900P/MAI/2019;BARCO;INTERIOR;PESCA;MOTOR;ABALROAMENTO;-5,76222222;-35,20472222;"NAS COORDENADAS DE LATITUDE 5:45'44""S E LONGITUDE 35:12'17""W, NO RIO POTENGI NO FUNDEADOURO DO IATE CLUBE DE NATAL-RN";0;0;0;1830058321;MADEIRA;NÃO POSSUI
PETROBRAS 31;1;CPMCAE;CPMCAE;PANAMÁ;138,015;321,30;15/MAI/2019  06:50;3:50;15/MAI/2019;150650P/MAI/2019;PLATAFORMA;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;SEM PROPULSÃO;MAU APARELHAMENTO DA EMBARCAÇÃO;-22,12944444;-39,96611111;"ampos dos Goytacazes, RJ, nas coordenadas geográficas de Latitude 22:07'46,640""S e Longitude 039:57'58,510""W";0;0;0;387E000615;AÇO;
CAPO ROSSO;5;DELUNA;DELUNA;BRASIL;8,8;11,43;14/MAI/2019  12:40;9:40;14/MAI/2019;141240P/MAI/2019;VELEIRO;CABOTAGEM;ESPORTE E RECREIO;MISTA;DERIVA DA EMBARCAÇÃO;-4,04666667;-48,57638889;LAT 28:02'48''S / LONG 048:34'35''W / 02 MN DE IMBITUBA-SC;0;0;0;44101672,60;FIBRA;
BOB MARLIN I;8;CPSANT;CPSANT;BRASIL;3,30;8,25;01/MAI/2019  09:00;6:00;01/MAI/2019;010900P/MAI/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;EMBORCAMENTO;-0,18888889;-46,78666667;"LAT 24:11'20.7""S LONG 046:47'12.3""W, BOCA DA BARRA DE ITANHAÉM-SP;";0;0;0;4.030.210.147;FIBRA;
A L E G R I A;2;CPSALV;CPSALV;BRASIL;4,05;8,06;11/MAI/2019  06:00;3:00;11/MAI/2019;110600P/MAI/2019;LANCHA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;NAUFRÁGIO;-12,97361111;-38,51694444;No fundeadouro localizado nas proximidades do Forte de São Marcelo, nas coordenadas de Lat. 12:58'25.7''S e Long. 038:31'01''W, no interior da Baía de Todos os Santos, no município de Salvador-BA;0;0;0;4,04E+09;FIBRA;
PETROBRAS XII;1;CPMCAE;CPMCAE;PANAMÁ;11,801;A SER APURADO;13/MAI/2019  17:15;14:15;13/MAI/2019;131715P/MAI/2019;PLATAFORMA;CABOTAGEM;OUTRA ATIVIDADE OU SERVIÇO;SEM PROPULSÃO;ACIDENTES COM PESSOAS EM GERAL ABORDO;-22,75972222;-40,81583333;"Badejo/Linguado/Trilha - Bacia de Campos -  Campos dos Goytacazes - RJ - coordenada geográfica - atitude 22:45'35.117""S e Longitude 040:48'57.804""W"";";0;1;0;381E001342;AÇO;
NORD SANTIAGO;5;CFALEG;CFALEG;FILIPINAS;25,189;179,9;16/MAI/2019  12:25;9:25;16/MAI/2019;161225P/MAI/2019;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ENCALHE;;;RIO GUAÍBA, NAS PROXIMIDADES DO CANAL DO JUNCO, PORTO ALEGRE - RS;0;0;0;SOLAS-IMO9831488;AÇO;
SAMIRA -I;6;CPUMBA;CPUMBA;BRASIL;4;9,65;16/MAI/2019  15:30;11:30;16/MAI/2019;161530Q/MAI/2019;LANCHA;INTERIOR;PESCA;MOTOR;NAUFRÁGIO;-18,99611111;-57,65833333;"Rio Paraguai km 1522 próximo ao Porto Moinho Lat:18:59'46.7""S e Long:057:39'30.8""W";0;0;0;4.810.182.061;MADEIRA;NÃO POSSUI
SEM NOME;4;CPBLEM;CPBLEM;BRASIL;NÃO INSCRITA;10,0;16/MAI/2019  14:30;11:30;16/MAI/2019;161430P/MAI/2019;BARCO;INTERIOR;SEM ATIVIDADE DEFINIDA;MOTOR;ACIDENTES COM PESSOAS EM GERAL ABORDO;;;"Navegando no rio Caraparu, em águas do Município de Santa Izabel do Pará-PA, região não cartografada;";0;1;0;NÃO INSCRITA;MADEIRA;NÃO POSSUI
DEN SHA;4;CPSTNA;CPSTNA;PANAMÁ;38,364;225,0;19/MAI/2019  16:30;13:30;19/MAI/2019;191630P/MAI/2019;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ENCALHE;-0,23361111;-51,01555556;"Rio Amazonas, nas proximidades do Chagas, Município de Macapá, Estado do Amapá, distante cerca de 9,4 milhas náuticas da sede desta Capitania, posição aproximada de LAT. 00:01’781”S e LONG. 051:00’563”W;";0;0;0;SOLAS-IMO;AÇO;
EDGAR I;3;CPNATL;CPNATL;BRASIL;A SER APURADO;5,7;16/MAI/2019  15:30;12:30;16/MAI/2019;161530P/MAI/2019;JANGADA;INTERIOR;PESCA;MOTOR;ACIDENTE DE MERGULHO;;;NAS PROXIMIDADES DA PRAIA DE PITANGUI, NO LITORAL NORTE DO RIO GRANDE DO NORTE;0;1;0;181M2005000466;MADEIRA;NÃO POSSUI
DONA JUDITH;8;CPSANT;CPSANT;BRASIL;25;14,21;12/MAI/2019  04:00;1:00;12/MAI/2019;120400P/MAI/2019;TRAINEIRA;CABOTAGEM;ESPORTE E RECREIO;MOTOR;DERIVA DA EMBARCAÇÃO;-1,32194444;-47,77972222;"LAT 25:19'19""S LONG 047:46'471""W,CANANÉIA-SP";0;0;0;4.019.939.373;MADEIRA;A SER APURADO
ALALUNGA V;8;CPSANT;CPSANT;BRASIL;193;31,0;08/MAI/2019  19:30;16:30;08/MAI/2019;081930P/MAI/2019;NV PESQUEIRO;CABOTAGEM;PESCA;MOTOR;DERIVA DA EMBARCAÇÃO;-1,25305556;-45,23305556;"LAT 25:15.11'00""S LONG 045:13'59.0""W, BOCA DA BARRA DE SANTOS-SP";0;0;0;4.610.036.762;AÇO;
AJATO ALIANÇA;9;CPNAUS;AGITAC;BRASIL;58;26,75;09/MAI/2019  11:50;7:50;09/MAI/2019;091150Q/MAI/2019;LANCHA;INTERIOR;PASSAGEIRO;MOTOR;QUEDA DE PESSOAS NA ÁGUA;;;"RIO AMAZONAS, NAS PROXIMIDADES DA ILHA DAS GARÇAS, A JUSANTE DO MINICÍPIO DE URUCURITUBA-AM;";0;1;0;11.427.850;AÇO;
DREAMER;8;CPSANT;CPSANT;BRASIL;5,9;9,15;14/MAI/2019  11:00;8:00;14/MAI/2019;141100P/MAI/2019;LANCHA;INTERIOR;ESPORTE E RECREIO;MOTOR;INCÊNDIO;-23,99694444;-46,31472222;"LAT 23:59'49.7""S LONG 46:18'53""W, PRAIA DO GOÉS, GUARUJÁ-SP;";0;0;0;3820114963,;FIBRA;
RIBEIRO MAR;1;CPMCAE;CPMCAE;BRASIL;19;13,5;19/MAI/2019  05:00;2:00;19/MAI/2019;190500P/MAI/2019;TRAINEIRA;INTERIOR;PASSAGEIRO E CARGA;MOTOR;NAUFRÁGIO;-22,37083333;-41,77666667;"Latitude 22°22'15""S e Longitude 041°46'36""W- distância de terra - aproximadamente 150 metros";0;0;0;3.877.047.971;MADEIRA;A SER APURADO
PEROLA III;4;CPSTNA;CPSTNA;BRASIL;A SER APURADO;A SER APURADO;18/MAI/2019  06:00;3:00;18/MAI/2019;180600P/MAI/2019;BARCO;INTERIOR;PESCA;MOTOR;EXPLOSÃO;2,95000000;-49,58333333;lto Mar, nas coordenadas de LAT. 02:57,0’N e LONG. 049:35,0’W, distante cerca de 161 MN da futura sede da Agência da Capitania no município de Oiapoque e 214 MN da sede desta Capitania, em Santana, Estado do Amapá;1;5;0;A SER APURADO;MADEIRA;A SER APURADO
CUSTÓDIO III - BERTOLINI CVI - BERTOLINI CDLXV - BERTOLINI CCLXXVII E - OUTRAS;4;CPBLEM;CPBLEM;BRASIL;271;34,20;20/MAI/2019  08:00;5:00;20/MAI/2019;200800P/MAI/2019;EMPURRADOR COM BALSA (COMBOIO);INTERIOR;REBOCADOR/EMPURRADOR;MOTOR;ABALROAMENTO;-1,80250000;-50,15138889;"Navegando nas proximidades do Fte. Ilhas das Araras, na posição LAT 01°48'9""S / LONG 050°09'5""W , Carta Náutica n:306/DHN";0;1;0;210276657;AÇO;
JARUMÃ;4;CPBLEM;CPBLEM;BRASIL;142;34,30;20/MAI/2019  15:30;12:30;20/MAI/2019;201530P/MAI/2019;BARCO;INTERIOR;PASSAGEIRO;MOTOR;ENCALHE;-1,29722222;-48,55083333;"Quando estava navegando nas proximidades da Ilha de Cotijuba, na posição LAT 01°17'50""S / LONG 048°33'03""W , Carta Náutica n:304/DHN;";0;0;0;210001721;AÇO;
MEDI GINEVRA - BIG JHON VI;8;CPSANT;CPSANT;LIBÉRIA;18,261;228,41;19/MAI/2019  12:15;9:15;19/MAI/2019;191215P/MAI/2019;NM GRANELEIRO;LONGO-CURSO;CARGA;MOTOR;ACIDENTE DE MERGULHO;-23,98333333;-46,29138889;"LAT 23:59'00.91"" E LONG 46:17'29.39"" ATRACADO ARMAZÉM 39 PORTO DE  SANTOS-SP";1;0;0;SOLAS-IMO 9815939;AÇO;
LOCAR V - TS FAVORITO;5;DLSFSL;DLSFSL;BRASIL;24,401;78,8;18/MAI/2019  22:30;22:30;18/MAI/2019;182230Z/MAI/2019;BARCAÇA;CABOTAGEM;CARGA;SEM PROPULSÃO;EMBORCAMENTO;-2,04083333;-47,58750000;na posição de Lat. 26:01,87'S e Long. 047:34,75' W, a NE do Município de Itapoá, a aproximadamente 50 MN da costa do Estado de SC;0;0;0;3813874788;AÇO;
TETEU;1;CPVITO;CPVITO;BRASIL;10,10;10,10;18/MAI/2019  08:00;5:00;18/MAI/2019;180800P/MAI/2019;BOTE;CABOTAGEM;PESCA;MOTOR;DEFICIÊNCIA DE ABASTECIMENTO;-20,13611111;-40,35583333;Na posição LAT 20°08’10’’S e LONG 040°21’21’’W, a cerca de 2MN do Porto de Jacaraípe, Serra – ES;0;0;0;3410233661;MADEIRA;A SER APURADO
